title,year,quality,folder_path,file_path,size_bytes,container,original_path,fallback_mp4_path,has_mp4_fallback
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 06 (BD 1080p AV1).mkv,184065943,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 06 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 07 (BD 1080p AV1).mkv,140303232,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 07 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 08 (BD 1080p AV1).mkv,167102505,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 08 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 09 (BD 1080p AV1).mkv,112407105,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 09 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 11 (BD 1080p AV1).mkv,138597874,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 11 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 12 (BD 1080p AV1).mkv,126347362,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 12 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 13 (BD 1080p AV1).mkv,131419259,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 13 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 14 (BD 1080p AV1).mkv,139209488,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 14 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 15 (BD 1080p AV1).mkv,125984955,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 15 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 16 (BD 1080p AV1).mkv,109968509,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 16 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 17 (BD 1080p AV1).mkv,155788127,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 17 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 18 (BD 1080p AV1).mkv,134276582,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 18 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 19 (BD 1080p AV1).mkv,161471705,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 19 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 20 (BD 1080p AV1).mkv,153994025,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 20 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 21 (BD 1080p AV1).mkv,155137147,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 21 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 22 (BD 1080p AV1).mkv,160956109,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 22 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 23 (BD 1080p AV1).mkv,162351738,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 23 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 24 (BD 1080p AV1).mkv,134454889,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 24 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 25 (BD 1080p AV1).mkv,142143719,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 25 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 26 (BD 1080p AV1).mkv,181693597,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 26 (BD 1080p AV1).mkv,,False
Rocky,1976,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Rocky (1976) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Rocky (1976) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Rocky.1976.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,5729874291,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Rocky (1976) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Rocky.1976.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Rocky.1976.REMASTERED.1080p.BluRay.x265-RARBG,/media/tushita/TUSHITA_W11_DATA/movies/Rocky.1976.REMASTERED.1080p.BluRay.x265-RARBG/Rocky.1976.REMASTERED.1080p.BluRay.x265-RARBG.mp4,2002279336,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Rocky.1976.REMASTERED.1080p.BluRay.x265-RARBG/Rocky.1976.REMASTERED.1080p.BluRay.x265-RARBG.mp4,,False
Roman Holiday,1953,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Roman Holiday (1953) [1080p] [BluRay] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Roman Holiday (1953) [1080p] [BluRay] [YTS.MX]/Roman.Holiday.1953.1080p.BluRay.x264.AAC-[YTS.MX].mp4,2112678146,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Roman Holiday (1953) [1080p] [BluRay] [YTS.MX]/Roman.Holiday.1953.1080p.BluRay.x264.AAC-[YTS.MX].mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E01 One Eye to the Sky 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E01 One Eye to the Sky 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E01 One Eye to the Sky 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,3080596382,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E01 One Eye to the Sky 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E01 One Eye to the Sky 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E02 The Robber Chief 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E02 The Robber Chief 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E02 The Robber Chief 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,2958201383,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E02 The Robber Chief 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E02 The Robber Chief 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E03 The Pillory 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E03 The Pillory 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E03 The Pillory 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,3114605311,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E03 The Pillory 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E03 The Pillory 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E05 My Brother 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E05 My Brother 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E05 My Brother 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,2705150199,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja the Robbers Daughter S01E05 My Brother 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja the Robbers Daughter S01E05 My Brother 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,3062696991,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E01.One.Eye.to.the.Sky.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,3080596382,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E01.One.Eye.to.the.Sky.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E02.The.Robber.Chief.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,2958201383,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E02.The.Robber.Chief.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E03.The.Pillory.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,3114605311,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E03.The.Pillory.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E05.My.Brother.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,2705150199,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E05.My.Brother.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E06.The.Spring.Shout.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,3091140391,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja The Robbers Daughter S01E06 The Spring Shout 1080p NF WEB-DL DUAL DDP5 1 Atmos H 264-FLUX[TGx]/Ronja.the.Robbers.Daughter.S01E06.The.Spring.Shout.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Ronja.the.Robbers.Daughter.S01E02.WEB.x264-TORRENTGALAXY[TGx],/media/tushita/TUSHITA_W11_DATA/movies/Ronja.the.Robbers.Daughter.S01E02.WEB.x264-TORRENTGALAXY[TGx]/Ronja.the.Robbers.Daughter.S01E02.WEB.x264-TORRENTGALAXY.mkv,354773457,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Ronja.the.Robbers.Daughter.S01E02.WEB.x264-TORRENTGALAXY[TGx]/Ronja.the.Robbers.Daughter.S01E02.WEB.x264-TORRENTGALAXY.mkv,,False
Shrek,2001,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Shrek (2001) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/Shrek (2001) [1080p]/Shrek.2001.1080p.BluRay.x264.YIFY.mp4,1068042241,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Shrek (2001) [1080p]/Shrek.2001.1080p.BluRay.x264.YIFY.mp4,,False
Shrek 2,2004,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Shrek 2 (2004) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/Shrek 2 (2004) [1080p]/Shrek.2.2004.1080p.BluRay.x264.YIFY.mp4,1074379261,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Shrek 2 (2004) [1080p]/Shrek.2.2004.1080p.BluRay.x264.YIFY.mp4,,False
Shrek 4,2010,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Shrek 4 (2010) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/Shrek 4 (2010) [1080p]/Shrek.4.2010.1080p.BluRay.x264.YIFY.mp4,1049713239,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Shrek 4 (2010) [1080p]/Shrek.4.2010.1080p.BluRay.x264.YIFY.mp4,,False
Shrek The Third,2007,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Shrek The Third (2007) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/Shrek The Third (2007) [1080p]/Shrek.The.Third.2007.1080p.HDDVD.x264.YIFY.mp4,1078834513,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Shrek The Third (2007) [1080p]/Shrek.The.Third.2007.1080p.HDDVD.x264.YIFY.mp4,,False
Sing 2,2021,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Sing 2 (2021) [1080p] [WEBRip] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Sing 2 (2021) [1080p] [WEBRip] [5.1] [YTS.MX]/Sing.2.2021.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,2172497568,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Sing 2 (2021) [1080p] [WEBRip] [5.1] [YTS.MX]/Sing.2.2021.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,False
